Tweet,Class
@User.IDX بجد ياجماعة كرهت نفسي ، كيف لو كنت مواطنه مصرية !! ليش الاستهانه بعقول الناس بالشكل هذا مو خطاب ولا اثنين اوقات افكر ان هذا تمثيل مو حقيقة او استهبال او فوتوشوب اي شي الا انه يكون حاكم دولة يحكي بكل جدية ,Offensive
اعرف انه السؤال جي متأخر .. بس لو كان لك الخيار انه ترجع تستخدم السوشل ميديا او لا...انك تكون جزء من هذا العالم كشخصية (مؤثرة) هل كنت راح تتخذ نفس القرار؟ ,Non-Offensive
عمر حسين انت شخص تمتلك شخصية جدا جدا جميلة ,Non-Offensive
صراحة نظام السريّة دا عجبني وأحس الكومنتات هنا روقانيّة 😅 ,Non-Offensive
نفس الشي في بكالوريا الجزائر و سيتم اعادة البكالوريا في المواد المسربة تحت تنظيم و حراسة الجيش ,Non-Offensive
@User.IDX خليكم في حالكم يااوسخ قناه قناة الفتن ,Offensive
@User.IDX الله يصبر امهاتهم ويربط ع قلوب اهاليهم 💔💔💔💔 ,Non-Offensive
هو انا الوحيد اللي لاحظت انك قولت اروح اجيب الخياره ورجعت بتفاحه مش خياره ولا ايه ليه المزاوله دي طيب😂😂😂 ,Non-Offensive
@User.IDX @User.IDX إقتراح للإخوان بعد عمليه الدائري النهارده بقترح يدشنوا هاشتاج.. اطمن انت مش لوحدك.. الامن الوطني جاي ياخدك... 😂😂😂 ,Non-Offensive
@User.IDX نوال متوكل هاي إيرانية طلبها مرفوض ,Offensive
@User.IDX كما إستفادت مصر من العقل السيسي السفاح الخائن للإسلام بقوة ردعية هههههه؛ اي تصدير البشري يرفع من إقتصاد البلد ويبقى الحثالة مثل سيسي يجولون في ساحة أوسع للرقص ,Offensive
@User.IDX ههههههههه شخصيات ادفع لي اعلق لك 😂😂 راحت فلوسك ياصابر ,Non-Offensive
@User.IDX تعالو علمونا كيف نطورها .... لابوكم زعاطيط يالمرتزقة ,Offensive
@User.IDX تتحارب امريكا وايران وسياتي الضرب على راس قطر ,Non-Offensive
 <url> من أولها (ممتنة)!! كيف حيصير بعد ماتعيشي باقي عمرك في كندا؟ ,Non-Offensive
يا أخي كيف وصلت للفندق بالرغم أنو لسا في ساعة على الإجتماع و انت مطفر ,Non-Offensive
الاغتصاب يعني ان الانسان تجرد من ميزته الانسانية وانتقل لمرحلة الحيوان ليتبع شهواته دون ادنى رحمة لذا يجب ان يكون قانون صارم لردع هؤلاء اغتصبو الاطفال فبالله عليكم يا شيوخ ,Non-Offensive
@User.IDX يقول مذيع قناه القذيرة القذر مقامره طائشه أنها قناة القذيرة القذريه انتظروا المزيد من القذره ومن دولة قذر وامير قذر ذميم بن رميم سيتوجه إلى سيده وتاج رأسه ومخناسه قذروغان ويقتذران ويأمر قذروغان ذميم بدفع مبلغ مالي كبير كي يرمم قصر السيدة موزه ,Offensive
كل يوم الاثنين وممتع ووقته بينتهي بسرعه 😥 ❌🚫🚫تحذير بيحتوي علي كميه كبيره من الابداع 😃😃ده اعلان الاسبتاليه ,Non-Offensive
السبب الرئيسي الحكام العرب الخونة ,Offensive
انا كان عندي مصدر دخل وكنت اتبرع لهم شهريا، الآن ما عندي مصدر دخل وبأذن الله لو يصير عندي دخل راح يكون لهم جزء من راتبي، لأن الدنيا دوراه ومحد يضمن أنه يكون بأحسن حال دائما.. شكرا عمر على التغطية ومشاركتنا مغامراتك المليئة بالعبر 👍 ,Non-Offensive
قبل ثلاث سنوات شفتك برمضان ,Non-Offensive
الناس تتمني انها تموت وهي بتصلي تموت وهي بتحج مش وهو راكبه عجله أو في حمام سباحه من مات علي شئ بعث عليه ولكي ما تتمني أن تبعثي عليه ,Non-Offensive
كلعادة .. حوار شيق و جميل.. الف كشر : ) لكن احس ان الخلط كان موجود في نقطة .. في مفهوم الشهرة .. اظن ان اللي عمرهم 15 و كذا حسب كلامكم .. قال يبغى يصير مشهور .. هو غالبا قاعد يقول انه يبغى يصير ناجح .. فالجواب يكون .. اشتغل على نفسك .. تصير ناجح .. تصير مشهور و بس ,Non-Offensive
@User.IDX @User.IDX اولاً قص الله يد من كتب هذا التقرير الذي بصراحة هو بهدف تشويه صورة السعوديه وعاصفة الحزم وليس فررررررنسا ثانياً عاصفة الحزم اجبرت السعوديه عليها وبعد ان سد الحوثي كل الطرق الدبلوماسيه امام السعوديه ولان اصبيحت جريمه في نظركم الحوثي هو ,Non-Offensive
كون كنت اخويا في المغرب كون راك شبت غير بالشمش ديال سير و اجي ,Non-Offensive
ايش سناب صاحب الجم بليز ,Non-Offensive
مابدك تمشط شعرك وتبين انشتاين ماشششي، اما انفك تاركو بدون تنظيف لييييش (الدقيقة  <url> ركز) انا بحبك ع فكرة وبمزح معك :D :* ,Non-Offensive
ابي اعرف قصة أبو حجر ,Non-Offensive
@User.IDX الاوربيين اول من بدا التعذيب والاعتقالات والسجون في العالم الجزائر بلد المليون شهيد قتلهم الفرنسيين والي يومنا هذا لم نري دوله اوربيه واحده وقفت مع شعب من الشعوب المضطهده والمظلومه بل العكس تماما يدعمون الحكام الديكتاتوريين الفاسدين ويساعدوهم وي,Non-Offensive
أعانك الله أنت أفضل منى شخصيا فأنا سليم البنية و لكن أين ما حققته و أنجزته خلال سنواتى ال22 و من دواعى سرورى هذا الصدفة فأنا أدرس هندسة برمجيات أيضا سأكون سعيدا بصداقتك ,Non-Offensive
للاسف حضرتك مش طبيبه وهاد الاشي خلاي طرحك للموضوع فيه نوع من النقص لمعلومات جدا مهمه الموت هوا فعلا موت الدماغ كما ذكرتي لسبب انو الخلايا العصبيه لا تتجدد يعني اذا ماتت ماراح ترجع في وضعيه ممكن يصير فيها الانسان الي تسمى بالعاميه ( عايش عل الاجهزه ) بكون كل الاعضاء شغاله عل الاجهزه واول ما تطفي الاجهزه الاعضاء خلال فتره قصيره وتنهار ... هاي المرحله والقرار صعب كثير عل الاهل وعل الطبيب ! لانو ما في امل وحتى لو ضل عل الاجهزه ممكن يقعد شهر مثلا بعدين مع الاجهزه بموت لكن فاتوره المستشفى راح تكون مبلغ وقدره!! الموت التعريف الحقيقي هوا انفصال الروح عن الجسد لكن هاد التعريف صعب نعرف متى تطلع الروح وعليه نعتمد التعريف الاقرب للحقيقه هوا موت الدماغ . او توقف القلب لمده ثلاث دقائق ( لانو بكون سبب موت الدماغ ) ,Non-Offensive
ياحرام عليكم يعني ظالمين المطبخ اليمني ...عندنا الزربيان المندي المضبي ووووالخ. ..وفتات وعصيد وهريش وشفوت ومقلقل وماجبتم إلا السلته 😣 ,Non-Offensive
@User.IDX من استمسك بحبل الله فلا غالب له ,Non-Offensive
هناك شيئ آخر ملفت أيضاً حول الأسماء هو أن الناس تميل عادة وبشكل تلقائي ولا واعي بكتابة أسمائهم عندما يطلب منهم تجربة قلم جديد مثلاً، فأول شيئ يكتبونه هو أسمائهم ,Non-Offensive
الاثنين اجمل من بعض دون عنصرية هههه ,Non-Offensive
@User.IDX تكبر الحكام دمر الأوطان . #حقيقة_مؤلمة ,Non-Offensive
@User.IDX لك اي بس بقااااااااا قال ع اساس عاملين فيديو و متكلفين!!!! و المنظمات الحقوقية والدولية و العالمية ع شجب و تنديد و اكل خرا ب اكل خرا ..... اي ال سعود مشتريين نص كوكب الأرض بالي فيه .... روحو شخو و نامو و خليهن يعملو لي بدهن ياه .... بس ضيعان هب ,Offensive
الاخ المسلم الي حكا عن مشكلة لباس المرأة بارك الله فيك ياأخي وغيرتك صعب على المهرج الي مفكر حاله انو مهضوم ودمه خفيف صعب يفهم معناها معذور لأنو مافي بقاموسك شيء اسمه الغيرة والشرف ملاحظة نيكولاس كان دمك تقيل بهل الفيديو ماظبطت معك هل المرة متراجع ,Non-Offensive
في ديناصور عدا من وراك في الدقيقة 1:9 ,Non-Offensive
ثلاث ارهابيين. راحو يم المقبور محمد ,Non-Offensive
